Unnamed: 0,번호,제목,저자,출판사,출판일
,39,PMU121 APPLICATION OF REAL-WORLD DATA FROM MEDICAL BIG-DATA PLATFORM IN REAL WORLD EVIDENCE GENERATION: A PRACTICE IN POST-MARKETING RESEARCH IN CHINA,"Wang, Y.; Xing, Y.; Wu, Y.; Yuan, N.; Wang, F.; Jiang, B.; Xiong, T.","Elsevier Science B.V., Amsterdam",2020
,40,"„Noch verlaufen die Big-Data-Analytics-Projekte ganz anders als geplant!""",unknown,UITGEVERIJ DE MUIDERKRING BV,2017
,41,Pipelined Multi-GPU MapReduce for Big-Data Processing,"Chen, Y.; Qiao, Z.; Davis, S.; Jiang, H.; Li, K.-C.",Springer Science,2013
,42,Daten und Diabetes: Big-Data-Medizin,"Ickrath, M.",Springer Science + Business Media,2016
,43,A Research on Big-data Oriented Cloud Evaluation for Complex Alliance of New Energy Vehicles,"Lei, Yin; Jianguo, Jiang; Ruigang, Lu; Andong, Yin",Society of Automotive Engineers of China,2019
,44,Enhancing physical-layer security via big-data-aided hybrid relay selection,"He, H.; Ren, P.; Du, Q.; Sun, L.; Wang, Y.",Springer Science + Business Media,2017
,45,Mobile Edge Computing for Big-Data-Enabled Electric Vehicle Charging,"Cao, Y.; Song, H.; Kaiwartya, O.; Zhou, B.; Zhuang, Y.; Cao, Y.; Zhang, X.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2018
,46,Failure Analysis and Prediction for Big-Data Systems,"Rosa, A.; Chen, L. Y.; Binder, W.",Institute of Electrical & Electronics Engineers,2017
,47,Regional Ways of Seeing: A Big-Data Approach for Measuring Ancient Visualscapes,"Susmann, Natalie M.",Cambridge University Press,2020
,48,A Novel Cloud-Fog Computing Network Architecture for Big-Data Applications in Smart Factory Environments,"Ahn, Dae Jun; Jeong, Jongpil; Lee, Sunpyo",Springer,2018
,49,RW4 APPLICATION OF ARTIFICIAL INTELLIGENCE AND MEDICAL BIG-DATA IN REAL WORLD EVIDENCE GENERATION: A LITERATURE REVIEW OF RESEARCH PRACTICE IN CHINA,"Xiong, T.; Li, J.; Hao, Y.; Xu, J.","Elsevier Science B.V., Amsterdam",2019
,50,GlobeLand30: Operational global land cover mapping and big-data analysis,"Chen, Jun; Chen, Jin",Springer Nature,2018
,51,Editorial Note: HCI Systems for Big-Data Based Multimedia Applications,unknown,Springer Science + Business Media,2017
,52,Evaluation eines Zukunftsszenarios zur Nutzung von Big-Data-Anwendungen für die Verbesserung der Versorgung von Menschen mit seltenen Erkrankungen,"Sedlmayr, Brita; Knapp, Andreas; Kümmel, Michéle; Bathelt, Franziska; Sedlmayr, Martin",ESEVIER SCIENCE B V AMSTERDAM,2020
,53,Analysis of production cycle-time distribution with a big-data approach,"Tan, Xu",Springer Nature,2020
,54,E-commerce logistics distribution mode in big-data context: A case analysis of JD.COM,"Zheng, Kangning; Zhang, Zuopeng; Song, Bin","Elsevier Science B.V., Amsterdam.",2020
,55,"Phylogenomics — principles, opportunities and pitfalls of big‐data phylogenetics","Young, Andrew D.; Gillung, Jessica P.","John Wiley & Sons, Ltd",2020
,56,JBHI Special Issue of &#x201C;Big-Data for Health&#x201D;,unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2014
,57,Decentralized Opportunistic Channel Access in CRNs Using Big-Data Driven Learning Algorithm,"Xu, Zuohong",IEEE,2021
,58,Economics and econophysics in the era of Big Data,"Cheong, S. A.",SPRINGER,2016
,59,22.4 Starting to Think About Big-Data Approaches to Clinical Detection of Early-Stage Bipolar Disorder: Evidence-Based Assessment and Statistical Learning Models,"Youngstrom, Eric; Lindheim, Oliver",Elsevier,2018
,60,Cost optimization for deadline-aware scheduling of big-data processing jobs on clouds,"Zheng, Wei; Qin, Yingsheng; Bugingo, Emmanuel; Zhang, Dongzhan; Chen, Jinjun","Elsevier Science B.V., Amsterdam.",2018
,61,An Enhanced Load Balancing Technique for Big-data Cloud Computing Environments,"Oduwole, O.A.",Taylor & Francis,2022
,62,A Kernel-Based Framework for Medical Big-Data Analytics,"Windridge, D.; Bober, M.",SPRINGER-VERLAG,2014
,63,A Kernel-Based Framework for Medical Big-Data Analytics,"Windridge, D.; Bober, M.",Cham; Springer,2014
,64,Mapping collective behavior in the big-data era,"Bentley, R.A.; O Brien, M.J.; Brock, W.A.",CAMBRIDGE UNIVERSITY PRESS,2014
,65,Fine-Grained Dynamic Resource Allocation for Big-Data Applications,"Baresi, Luciano; Leva, Alberto; Quattrocchi, Giovanni",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2021
,66,A Study on Monitoring Models for Big-Data Traffic Analysis and Utilization,Hae-Jong Joo; Moon-Taek Cho; Jong-Suk Lee,International Information Institute,2015
,67,PWR pin-homogenized cross-sections analysis using big-data technology,"Hua, Guowei; Li, Yunzhao; Wang, Sicheng","Elsevier Science B.V., Amsterdam.",2020
,68,Safety intelligence toward safety management in a big-data environment: A general model and its application in urban safety management,"Wang, Bing","Elsevier Science B.V., Amsterdam.",2022
,69,Identifying industrial clusters with a novel big-data methodology: Are SIC codes (not) fit for purpose in the Internet age?,"Papagiannidis, Savvas; See-To, Eric W.K.; Assimakopoulos, Dimitris G.; Yang, Yang","Elsevier Science B.V., Amsterdam.",2018
,70,Structural Health Monitoring as a Big-Data Problem,"Cremona, C.; Santos, J.","IABSE, ETH-HONGGERBERG",2018
,71,The China Kidney Disease Network (CK-NET): “Big Data—Big Dreams”,"Saran, Rajiv; Steffick, Diane; Bragg-Gresham, Jennifer",W B SAUNDERS CO,2017
,72,The Linear Estimation Problem and Information in Big-Data Systems,"Golubtsov, P. V.",Springer Nature,2018
,73,Comparing eco-civilization theory and practice: Big-data evidence from China,"Wang, Ning","Elsevier Science B.V., Amsterdam.",2022
,74,A Critical Review of the Big-Data Paradigm,"Xing, Ruben;Ren, Jinluan;Sun, JianghuaLiu, Lihua",IGI Publishing,2016
,75,"„Wichtig ist auch der Hinweis, dass Big-Data- und vergleichbare Konzepte nicht unmittelbar greifen“",unknown,Springer Science + Business Media,2016
,76,On the Timed Analysis of Big-Data Applications,"Marconi,  Francesco; Quattrocchi,  Giovanni; Baresi,  Luciano; Bersani,  Marcello M.; Rossi,  Matteo",Springer,2018
,77,"Stochastic Approximation: From Statistical Origin to Big-Data, Multidisciplinary Applications","Lai, Tze Leung; Yuan, Hongsong",IMS INSTITUTE OF MATHEMATICAL STATISTICS,2021
,78,The Power of Message Networks: A Big-Data Analysis of the Network Agenda Setting Model and Issue Ownership,"Guo, Lei; Vargo, Chris",Taylor & Francis,2015
,79,In sieben Schritten zum erfolgreichen Big-Data-Projekt,"Conrads, R.",Springer Science + Business Media,2014
,80,"Physical education's grand convergence: Fitnessgram®, big-data and the digital commerce of children's health","Pluim, Carolyn; Gard, Michael",Taylor & Francis,2018
,81,Ursachenforschung in der Medizin: Mit Big-Data dem Vergessen auf der Spur,unknown,UITGEVERIJ DE MUIDERKRING BV,2018
,82,High-performance interconnection networks in the Exascale and Big-Data Era,"Escudero-Sahuquillo, J. s.; Garcia, P. J.",Springer Science + Business Media,2016
,83,Seeking Alpha from Dividend Announcements: Big-Data Insights from Joining CAR and EVA Style Analysis,Atreya Chakraborty ; James L. Grant ; Emery A. Trahan ; Bhakti Varma,Institutional Investor Inc,2021
,84,Interview mit Michael Feindt zum Thema „Präskriptive Big-Data-Analyse“,"Jarke, M.",unknown,2014
,85,Interview mit Stefan Wrobel zum Thema „Angewandte Big-Data-Forschung“,"Jarke, M.",unknown,2014
,86,Evolutionary Scheduling of Dynamic Multitasking Workloads for Big-Data Analytics in Elastic Cloud,"Zhang, F.; Cao, J.; Tan, W.; Khan, S. U.; Li, K.; Zomaya, A. Y.",IEEE,2014
,87,Position synchronization for track geometry inspection data via big-data fusion and incremental learning,"Wang, Yuan; Wang, Ping; Wang, Xin; Liu, Xiang","Elsevier Science B.V., Amsterdam.",2018
,88,CuraEx - Clinical Expert System Using Big-Data for Precision Medicine,"Adhil,  Mohamood; Gandham,  Santhosh; Talukder,  Asoke K.; Agarwal,  Mahima; Achutharao,  Prahalad",Springer,2015
,89,"Symposium on insure‐tech, digitalization, and big‐data techniques in risk management and insurance",Daniel Bauer,wiley,2021
,90,Emergency Drug Procurement Planning Based on Big-Data Driven Morbidity Prediction,"Song, Qin",IEEE,2019
,91,Government responsiveness and public acceptance of big-data technology in urban governance: Evidence from China during the COVID-19 pandemic,"Guo, Yue; Chen, Jidong; Liu, Zhilin","Elsevier Science B.V., Amsterdam.",2022
,92,Predicting the pattern of technology convergence using big-data technology on large-scale triadic patents,"Lee, W. S.; Han, E. J.; Sohn, S. Y.","Elsevier Science B.V., Amsterdam.",2015
,93,Randomized Block Proximal Methods for Distributed Stochastic Big-Data Optimization,"Farina, Francesco; Notarstefano, Giuseppe",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2021
,94,Biology must develop its own big-data systems,"Boyle, J.",Nature Publishing Group,2013
,95,A qualitative readiness-requirements assessment model for enterprise big-data infrastructure investment [9122-13],"Olama, M.M.; McNair, A.W.; Sukumar, S.R.; Nutaro, J.J.",International Society for Optical Engineering; 1999,2014
,96,A code offloading scheme for big-data processing in android applications,"Hung, S. H.; Tzeng, T. T.; Wu, G. D.; Shieh, J. P.","John Wiley & Sons, Ltd",2015
,97,BITKOM: Beste Voraussetzungen für den Big-Data-Standort Deutschland,unknown,Deutscher Fachverlag GmbH,2016
,98,Fast algorithm for relaxation processes in big-data systems (10 pages),"Hwang, S.; Lee, D.-S.; Kahng, B.",AMERICAN PHYSICAL SOCIETY,2014
,99,Deadline-Aware Scheduling and Flexible Bandwidth Allocation for Big-Data Transfers,"Srinivasan, Srinikethan Madapuzi",IEEE,2018
,100,Future Prospects of Mathematical Modeling Analysis and Big-Data Analysis in Urban Studies,Tohru YOSHIKAWA ; Eiji HATO ; Kaori ITO ; Daisuke FUKUDA,日本都市計画学会,2017
,1,»The Human Project«: Big-Data-Studie startet in New York,unknown,GOVI VERLAG GMBH,2017
,2,Abnormal Operation Tracking through Big-Data-Based Gram—Schmidt Orthogonalization: Production of n-Propyl Propionate in a Simulated Moving-Bed Reactor: A Case Study,"Santana, Vinicius V.; Martins, Márcio A. F.; Rodrigues, Alírio E.; Loureiro, José M.; Ribeiro, Ana M.; Nogueira, Idelfonso B. R.",ACS AMERICAN CHEMICAL SOCIETY,2021
,3,Selbst ist der Forscher Big-Data-Analysen mit Galaxy,unknown,VOGEL VERLAG UND DRUCK KG,2018
,4,COMPUTING Cloud cover The big-data era is putting pressure on storage methods,unknown,Nature Publishing Group,2015
,5,Brief Announcement: Mending the Big-Data Missing Information,"Daltrophe,  Hadassa; Dolev,  Shlomi; Lotker,  Zvi",Springer,2016
,6,Smallholders need access to big-data agronomy too,"Mehrabi, Z.; Jimenez, D.; Jarvis, A.",Nature Publishing Group,2018
,7,Analysis: Don't do big-data science backwards,"Lindenmayer, D. B.; Likens, G. E.",Nature Publishing Group,2013
,8,A sustainable Ethereum merge-based Big-Data gathering and dissemination in IIoT System,"Sharma, Ravi","Elsevier Science B.V., Amsterdam",2023
,9,High Availability of Big-Geo-Data as a Platform as a Service,"Förster,  Tim; Thum,  Simon; Kuijper,  Arjan",Springer,2016
,10,Industrial Symbiosis: Exploring Big-data Approach for Waste Stream Discovery,"Song, Bin; Yeo, Zhiquan; Kohls, Paul; Herrmann, Christoph","Elsevier Science B.V., Amsterdam",2017
,11,Integrative Biology and Big-Data-Centrism: Mapping out a Bioscience Ethics Perspective with a S.W.O.T. Matrix,"Überall, Martina; Werner-Felmayer, Gabriele",Mary Ann Leibert,2019
,12,More accountability for big-data algorithms,unknown,Nature Publishing Group,2016
,13,Careers: Graduate programs for big-data analysts,unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2013
,14,Ari Caroline: This big-data guru mines analytics to help cancer patients [Resources_Careers],"Nordrum, A.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2016
,15,"Formal Methods, Artificial Intelligence, Big-Data Analytics, and Knowledge Engineering in Medical Care to Reduce Disease Burden and Health Disparities","Ganesh, Sakthi; Talukder, Asoke K.",Springer,2018
,16,Das grosse Datenproblem? Big-Data-Analysen zur strategischen Unternehmensausrichtung,unknown,VOGEL VERLAG UND DRUCK KG,2014
,17,From Buzzterm to Boardroom: Big-Data Analytics Comes into Its Own,"Fusco, Adam",The Association,2017
,18,High performance solutions for big-data GWAS,"Peise, E.; Fabregat-Traver, D.; Bientinesi, P.","Elsevier Science B.V., Amsterdam.",2015
,19,Semantic interoperability for big-data in heterogeneous IoT infrastructure for healthcare,"Ullah, Farhan; Habib, Muhammad Asif; Farhan, Muhammad; Khalid, Shehzad; Durrani, Mehr Yahya; Jabbar, Sohail",Elsevier Science,2017
,20,An Ultralow-power Memory-based Big-data Computing Platform by Nonvolatile Domain-wall Nanowire Devices,"Wang, Y.; Yu, H.","Red Hook, NY; Curran Associates, Inc.",2013
,21,ConEx: Efficient Exploration of Big-Data System Configurations for Better Performance,"Krishna, Rahul; Tang, Chong; Sullivan, Kevin; Ray, Baishakhi",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2022
,22,Framework for Aligning Big-Data Strategy with Organizational Goals,"Lakoju,  Mike; Serrano,  Alan","Curran Associates,.",2017
,23,Risks and rewards of big-data in epigenomics research: an interview with Melanie Ehrlich,Melanie Ehrlich,Future Medicine,2022
,24,"After Facebook Fiasco, Big-Data Researchers Rethink Ethics.","VOOSEN, PAUL.","Chronicle of higher education, etc",2015
,25,"Der Einfluss von IoT-, Big-Data- und Mobile-Health-Lösungen auf die Wertschöpfung in Krankenhäusern: Gap-Analyse und Handlungsempfehlungen","Neft, Florian",Springer Nature,2020
,26,Advancing manufacturing systems with big-data analytics: A conceptual framework,"Kozjek, Dominik; Vrabič, Rok; Rihtaršič, Borut; Lavrač, Nada; Butala, Peter",Taylor & Francis,2020
,27,Israeli firm MedAware offers big-data software that helps detect prescription errors,"Rice,  Sabriya",CRAIN COMMUNICATIONS INC.,2015
,28,"Situating Ecology as a Big-Data Science: Current Advances, Challenges, and Solutions","Farley, S. S.; Dawson, A.; Goring, S. J.; Williams, J. W.",BIOSCIENCE SUBSCRIPTION OFFICE,2018
,29,Performance Meta-analysis for Big-Data Univariate Auto-Imputation in the Building Sector,"Stefanopoulou, Aliki",Springer,2022
,30,„Noch verlaufen die Big-Data-Analytics-Projekte ganz anders als geplant!“,unknown,UITGEVERIJ DE MUIDERKRING BV,2017
,31,A Middleware for Managing Big-Data Flows,"Gupta, R.; Gupta, H.; Gupta, S.; Padmanabhan, S.",SPRINGER-VERLAG,2013
,32,Performance evaluation of NoSQL big-data applications using multi-formalism models,"Barbierato, E.; Gribaudo, M.; Iacono, M.","Elsevier Science B.V., Amsterdam.",2014
,33,Design and Implementation of Big-Data Analysis Application on Spark for Distribution Network Based on Data Interception,"Zhang, Pan; Ding, Lingyun; Jiang, Ning; Ling, Wanshui; Ding, Yi","Elsevier Science B.V., Amsterdam",2018
,34,New Pattern of Lifecycle Big-Data-Driven Smart Manufacturing Service for Complex Product,"Ren, Shan; Zhang, Yingfeng; Huang, Binbin",unknown,2018
,35,Point: Intelligenz contra Big-Data-Chaos,unknown,BIT Verlag Weinbrenner GmbH & Co. KG,2012
,36,Comparative Evaluation of Big-Data Systems on Scientific Image Analytics Workloads,"Mehta,  Parmita; Dorkenwald,  Sven; Zhao,  Dongfang; Kaftan,  Tomer; Cheung,  Alvin; Balazinska,  Magdalena; Rokem,  Ariel; Connolly,  Andrew; Vanderplas,  Jacob; Alsayyad,  Yusra",VLDB Endowment,2017
,37,Semantic Interoperability at Big-Data Scale with the open62541 OPC UA Implementation,"Pfrommer,  Julius",Springer,2016
,38,"Political Depression? A Big-Data, Multimethod Investigation of Americans' Emotional Response to the Trump Presidency","Simchon, Almog; Guntuku, Sharath Chandra; Simhon, Rotem; Ungar, Lyle H.; Hassin, Ran R.; Gilead, Michael",APA AMERICAN PSYCHOLOGICAL ASSOCIATION,2020
,39,PMU121 APPLICATION OF REAL-WORLD DATA FROM MEDICAL BIG-DATA PLATFORM IN REAL WORLD EVIDENCE GENERATION: A PRACTICE IN POST-MARKETING RESEARCH IN CHINA,"Wang, Y.; Xing, Y.; Wu, Y.; Yuan, N.; Wang, F.; Jiang, B.; Xiong, T.","Elsevier Science B.V., Amsterdam",2020
,40,"„Noch verlaufen die Big-Data-Analytics-Projekte ganz anders als geplant!""",unknown,UITGEVERIJ DE MUIDERKRING BV,2017
,41,Pipelined Multi-GPU MapReduce for Big-Data Processing,"Chen, Y.; Qiao, Z.; Davis, S.; Jiang, H.; Li, K.-C.",Springer Science,2013
,42,Daten und Diabetes: Big-Data-Medizin,"Ickrath, M.",Springer Science + Business Media,2016
,43,A Research on Big-data Oriented Cloud Evaluation for Complex Alliance of New Energy Vehicles,"Lei, Yin; Jianguo, Jiang; Ruigang, Lu; Andong, Yin",Society of Automotive Engineers of China,2019
,44,Enhancing physical-layer security via big-data-aided hybrid relay selection,"He, H.; Ren, P.; Du, Q.; Sun, L.; Wang, Y.",Springer Science + Business Media,2017
,45,Mobile Edge Computing for Big-Data-Enabled Electric Vehicle Charging,"Cao, Y.; Song, H.; Kaiwartya, O.; Zhou, B.; Zhuang, Y.; Cao, Y.; Zhang, X.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2018
,46,Failure Analysis and Prediction for Big-Data Systems,"Rosa, A.; Chen, L. Y.; Binder, W.",Institute of Electrical & Electronics Engineers,2017
,47,Regional Ways of Seeing: A Big-Data Approach for Measuring Ancient Visualscapes,"Susmann, Natalie M.",Cambridge University Press,2020
,48,A Novel Cloud-Fog Computing Network Architecture for Big-Data Applications in Smart Factory Environments,"Ahn, Dae Jun; Jeong, Jongpil; Lee, Sunpyo",Springer,2018
,49,RW4 APPLICATION OF ARTIFICIAL INTELLIGENCE AND MEDICAL BIG-DATA IN REAL WORLD EVIDENCE GENERATION: A LITERATURE REVIEW OF RESEARCH PRACTICE IN CHINA,"Xiong, T.; Li, J.; Hao, Y.; Xu, J.","Elsevier Science B.V., Amsterdam",2019
,50,GlobeLand30: Operational global land cover mapping and big-data analysis,"Chen, Jun; Chen, Jin",Springer Nature,2018
,51,Editorial Note: HCI Systems for Big-Data Based Multimedia Applications,unknown,Springer Science + Business Media,2017
,52,Evaluation eines Zukunftsszenarios zur Nutzung von Big-Data-Anwendungen für die Verbesserung der Versorgung von Menschen mit seltenen Erkrankungen,"Sedlmayr, Brita; Knapp, Andreas; Kümmel, Michéle; Bathelt, Franziska; Sedlmayr, Martin",ESEVIER SCIENCE B V AMSTERDAM,2020
,53,Analysis of production cycle-time distribution with a big-data approach,"Tan, Xu",Springer Nature,2020
,54,E-commerce logistics distribution mode in big-data context: A case analysis of JD.COM,"Zheng, Kangning; Zhang, Zuopeng; Song, Bin","Elsevier Science B.V., Amsterdam.",2020
,55,"Phylogenomics — principles, opportunities and pitfalls of big‐data phylogenetics","Young, Andrew D.; Gillung, Jessica P.","John Wiley & Sons, Ltd",2020
,56,JBHI Special Issue of &#x201C;Big-Data for Health&#x201D;,unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2014
,57,Decentralized Opportunistic Channel Access in CRNs Using Big-Data Driven Learning Algorithm,"Xu, Zuohong",IEEE,2021
,58,Economics and econophysics in the era of Big Data,"Cheong, S. A.",SPRINGER,2016
,59,22.4 Starting to Think About Big-Data Approaches to Clinical Detection of Early-Stage Bipolar Disorder: Evidence-Based Assessment and Statistical Learning Models,"Youngstrom, Eric; Lindheim, Oliver",Elsevier,2018
,60,Cost optimization for deadline-aware scheduling of big-data processing jobs on clouds,"Zheng, Wei; Qin, Yingsheng; Bugingo, Emmanuel; Zhang, Dongzhan; Chen, Jinjun","Elsevier Science B.V., Amsterdam.",2018
,61,An Enhanced Load Balancing Technique for Big-data Cloud Computing Environments,"Oduwole, O.A.",Taylor & Francis,2022
,62,A Kernel-Based Framework for Medical Big-Data Analytics,"Windridge, D.; Bober, M.",SPRINGER-VERLAG,2014
,63,A Kernel-Based Framework for Medical Big-Data Analytics,"Windridge, D.; Bober, M.",Cham; Springer,2014
,64,Mapping collective behavior in the big-data era,"Bentley, R.A.; O Brien, M.J.; Brock, W.A.",CAMBRIDGE UNIVERSITY PRESS,2014
,65,Fine-Grained Dynamic Resource Allocation for Big-Data Applications,"Baresi, Luciano; Leva, Alberto; Quattrocchi, Giovanni",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2021
,66,A Study on Monitoring Models for Big-Data Traffic Analysis and Utilization,Hae-Jong Joo; Moon-Taek Cho; Jong-Suk Lee,International Information Institute,2015
,67,PWR pin-homogenized cross-sections analysis using big-data technology,"Hua, Guowei; Li, Yunzhao; Wang, Sicheng","Elsevier Science B.V., Amsterdam.",2020
,68,Safety intelligence toward safety management in a big-data environment: A general model and its application in urban safety management,"Wang, Bing","Elsevier Science B.V., Amsterdam.",2022
,69,Identifying industrial clusters with a novel big-data methodology: Are SIC codes (not) fit for purpose in the Internet age?,"Papagiannidis, Savvas; See-To, Eric W.K.; Assimakopoulos, Dimitris G.; Yang, Yang","Elsevier Science B.V., Amsterdam.",2018
,70,Structural Health Monitoring as a Big-Data Problem,"Cremona, C.; Santos, J.","IABSE, ETH-HONGGERBERG",2018
,71,The China Kidney Disease Network (CK-NET): “Big Data—Big Dreams”,"Saran, Rajiv; Steffick, Diane; Bragg-Gresham, Jennifer",W B SAUNDERS CO,2017
,72,The Linear Estimation Problem and Information in Big-Data Systems,"Golubtsov, P. V.",Springer Nature,2018
,73,Comparing eco-civilization theory and practice: Big-data evidence from China,"Wang, Ning","Elsevier Science B.V., Amsterdam.",2022
,74,A Critical Review of the Big-Data Paradigm,"Xing, Ruben;Ren, Jinluan;Sun, JianghuaLiu, Lihua",IGI Publishing,2016
,75,"„Wichtig ist auch der Hinweis, dass Big-Data- und vergleichbare Konzepte nicht unmittelbar greifen“",unknown,Springer Science + Business Media,2016
,76,On the Timed Analysis of Big-Data Applications,"Marconi,  Francesco; Quattrocchi,  Giovanni; Baresi,  Luciano; Bersani,  Marcello M.; Rossi,  Matteo",Springer,2018
,77,"Stochastic Approximation: From Statistical Origin to Big-Data, Multidisciplinary Applications","Lai, Tze Leung; Yuan, Hongsong",IMS INSTITUTE OF MATHEMATICAL STATISTICS,2021
,78,The Power of Message Networks: A Big-Data Analysis of the Network Agenda Setting Model and Issue Ownership,"Guo, Lei; Vargo, Chris",Taylor & Francis,2015
,79,In sieben Schritten zum erfolgreichen Big-Data-Projekt,"Conrads, R.",Springer Science + Business Media,2014
,80,"Physical education's grand convergence: Fitnessgram®, big-data and the digital commerce of children's health","Pluim, Carolyn; Gard, Michael",Taylor & Francis,2018
,81,Ursachenforschung in der Medizin: Mit Big-Data dem Vergessen auf der Spur,unknown,UITGEVERIJ DE MUIDERKRING BV,2018
,82,High-performance interconnection networks in the Exascale and Big-Data Era,"Escudero-Sahuquillo, J. s.; Garcia, P. J.",Springer Science + Business Media,2016
,83,Seeking Alpha from Dividend Announcements: Big-Data Insights from Joining CAR and EVA Style Analysis,Atreya Chakraborty ; James L. Grant ; Emery A. Trahan ; Bhakti Varma,Institutional Investor Inc,2021
,84,Interview mit Michael Feindt zum Thema „Präskriptive Big-Data-Analyse“,"Jarke, M.",unknown,2014
,85,Interview mit Stefan Wrobel zum Thema „Angewandte Big-Data-Forschung“,"Jarke, M.",unknown,2014
,86,Evolutionary Scheduling of Dynamic Multitasking Workloads for Big-Data Analytics in Elastic Cloud,"Zhang, F.; Cao, J.; Tan, W.; Khan, S. U.; Li, K.; Zomaya, A. Y.",IEEE,2014
,87,Position synchronization for track geometry inspection data via big-data fusion and incremental learning,"Wang, Yuan; Wang, Ping; Wang, Xin; Liu, Xiang","Elsevier Science B.V., Amsterdam.",2018
,88,CuraEx - Clinical Expert System Using Big-Data for Precision Medicine,"Adhil,  Mohamood; Gandham,  Santhosh; Talukder,  Asoke K.; Agarwal,  Mahima; Achutharao,  Prahalad",Springer,2015
,89,"Symposium on insure‐tech, digitalization, and big‐data techniques in risk management and insurance",Daniel Bauer,wiley,2021
,90,Emergency Drug Procurement Planning Based on Big-Data Driven Morbidity Prediction,"Song, Qin",IEEE,2019
,91,Government responsiveness and public acceptance of big-data technology in urban governance: Evidence from China during the COVID-19 pandemic,"Guo, Yue; Chen, Jidong; Liu, Zhilin","Elsevier Science B.V., Amsterdam.",2022
,92,Predicting the pattern of technology convergence using big-data technology on large-scale triadic patents,"Lee, W. S.; Han, E. J.; Sohn, S. Y.","Elsevier Science B.V., Amsterdam.",2015
,93,Randomized Block Proximal Methods for Distributed Stochastic Big-Data Optimization,"Farina, Francesco; Notarstefano, Giuseppe",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2021
,94,Biology must develop its own big-data systems,"Boyle, J.",Nature Publishing Group,2013
,95,A qualitative readiness-requirements assessment model for enterprise big-data infrastructure investment [9122-13],"Olama, M.M.; McNair, A.W.; Sukumar, S.R.; Nutaro, J.J.",International Society for Optical Engineering; 1999,2014
,96,A code offloading scheme for big-data processing in android applications,"Hung, S. H.; Tzeng, T. T.; Wu, G. D.; Shieh, J. P.","John Wiley & Sons, Ltd",2015
,97,BITKOM: Beste Voraussetzungen für den Big-Data-Standort Deutschland,unknown,Deutscher Fachverlag GmbH,2016
,98,Fast algorithm for relaxation processes in big-data systems (10 pages),"Hwang, S.; Lee, D.-S.; Kahng, B.",AMERICAN PHYSICAL SOCIETY,2014
,99,Deadline-Aware Scheduling and Flexible Bandwidth Allocation for Big-Data Transfers,"Srinivasan, Srinikethan Madapuzi",IEEE,2018
,100,Future Prospects of Mathematical Modeling Analysis and Big-Data Analysis in Urban Studies,Tohru YOSHIKAWA ; Eiji HATO ; Kaori ITO ; Daisuke FUKUDA,日本都市計画学会,2017
,1,»The Human Project«: Big-Data-Studie startet in New York,unknown,GOVI VERLAG GMBH,2017
,2,Abnormal Operation Tracking through Big-Data-Based Gram—Schmidt Orthogonalization: Production of n-Propyl Propionate in a Simulated Moving-Bed Reactor: A Case Study,"Santana, Vinicius V.; Martins, Márcio A. F.; Rodrigues, Alírio E.; Loureiro, José M.; Ribeiro, Ana M.; Nogueira, Idelfonso B. R.",ACS AMERICAN CHEMICAL SOCIETY,2021
,3,Selbst ist der Forscher Big-Data-Analysen mit Galaxy,unknown,VOGEL VERLAG UND DRUCK KG,2018
,4,COMPUTING Cloud cover The big-data era is putting pressure on storage methods,unknown,Nature Publishing Group,2015
,5,Brief Announcement: Mending the Big-Data Missing Information,"Daltrophe,  Hadassa; Dolev,  Shlomi; Lotker,  Zvi",Springer,2016
,6,Smallholders need access to big-data agronomy too,"Mehrabi, Z.; Jimenez, D.; Jarvis, A.",Nature Publishing Group,2018
,7,Analysis: Don't do big-data science backwards,"Lindenmayer, D. B.; Likens, G. E.",Nature Publishing Group,2013
,8,A sustainable Ethereum merge-based Big-Data gathering and dissemination in IIoT System,"Sharma, Ravi","Elsevier Science B.V., Amsterdam",2023
,9,High Availability of Big-Geo-Data as a Platform as a Service,"Förster,  Tim; Thum,  Simon; Kuijper,  Arjan",Springer,2016
,10,Industrial Symbiosis: Exploring Big-data Approach for Waste Stream Discovery,"Song, Bin; Yeo, Zhiquan; Kohls, Paul; Herrmann, Christoph","Elsevier Science B.V., Amsterdam",2017
,11,Integrative Biology and Big-Data-Centrism: Mapping out a Bioscience Ethics Perspective with a S.W.O.T. Matrix,"Überall, Martina; Werner-Felmayer, Gabriele",Mary Ann Leibert,2019
,12,More accountability for big-data algorithms,unknown,Nature Publishing Group,2016
,13,Careers: Graduate programs for big-data analysts,unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2013
